Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR8146935_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 3.7445028358056106e-06)	(4.0, 9.985340895481628e-06)	(5.0, 1.9970681790963255e-05)	(6.0, 3.86931959699913e-05)	(7.0, 5.2423039701278536e-05)	(8.0, 8.737173283546424e-05)	(9.0, 0.00019346597984995652)	(10.0, 0.00035572776940153295)	(11.0, 0.0006253319735795369)	(12.0, 0.0010759204814881453)	(13.0, 0.0018248210486492672)	(14.0, 0.0031666012314796113)	(15.0, 0.005168662081023677)	(16.0, 0.008265365926234915)	(17.0, 0.012628959897560387)	(18.0, 0.019275452431115343)	(19.0, 0.029455507474058867)	(20.0, 0.042517581532960765)	(21.0, 0.05904581705020673)	(22.0, 0.08001378476310622)	(23.0, 0.10385503431868054)	(24.0, 0.13198124328602842)	(25.0, 0.16640196152036552)	(26.0, 0.2051825292231923)	(27.0, 0.2517104732933009)	(28.0, 0.3062816094547199)	(29.0, 0.3655246369876124)	(30.0, 0.43212061992241513)	(31.0, 0.503147597879588)	(32.0, 0.5758845654651118)	(33.0, 0.6552168507121015)	(34.0, 0.7425648683629389)	(35.0, 0.8315542264234712)	(36.0, 0.9275320749432288)	(37.0, 1.0336762486621984)	(38.0, 1.1446083933405515)	(39.0, 1.2603559686657506)	(40.0, 1.3827525328597288)	(41.0, 1.5102753214359244)	(42.0, 1.6400672787306183)	(43.0, 1.7750403797824559)	(44.0, 1.9163391942915804)	(45.0, 2.066893171643205)	(46.0, 2.2320781697419334)	(47.0, 2.4036712603603374)	(48.0, 2.5802432915827507)	(49.0, 2.769435545529441)	(50.0, 2.97276454584891)	(51.0, 3.1879723573311654)	(52.0, 3.400794920507013)	(53.0, 3.5991087833617263)	(54.0, 3.7835255480251524)	(55.0, 3.949626701151041)	(56.0, 4.08638717822317)	(57.0, 4.1794131103407)	(58.0, 4.211852986574897)	(59.0, 4.183263707423521)	(60.0, 4.1015124733446005)	(61.0, 3.9598841425859246)	(62.0, 3.747102768941271)	(63.0, 3.468802581010914)	(64.0, 3.145728124505218)	(65.0, 2.7868225203636987)	(66.0, 2.410301526714937)	(67.0, 2.0354131363025867)	(68.0, 1.6690360008360228)	(69.0, 1.332045723624861)	(70.0, 1.038421781922776)	(71.0, 0.786769972507236)	(72.0, 0.578098814808685)	(73.0, 0.4141807068360705)	(74.0, 0.28607377581748894)	(75.0, 0.19104952735324998)	(76.0, 0.12498776015635546)	(77.0, 0.07928485487773605)	(78.0, 0.04871223739099518)	(79.0, 0.028764022617046765)	(80.0, 0.01628234649769473)	(81.0, 0.008752151294889645)	(82.0, 0.004342375121922573)	(83.0, 0.002119388605065975)	(84.0, 0.0010784168167120157)	(85.0, 0.0007713675841759558)	(86.0, 0.00045433301074441405)	(87.0, 0.00010359791179062188)	(88.0, 4.243769880579691e-05)	(89.0, 3.120419029838009e-05)	(90.0, 2.6211519850639268e-05)	(91.0, 1.872251417902805e-05)	(92.0, 1.123350850741683e-05)	(93.0, 7.489005671611221e-06)	(94.0, 4.992670447740814e-06)	(95.0, 4.992670447740814e-06)	(96.0, 3.7445028358056106e-06)	(97.0, 7.489005671611221e-06)	(98.0, 7.489005671611221e-06)	(99.0, 3.7445028358056106e-06)	(100.0, 3.7445028358056106e-06)
SRR8146935_2	(0.0, 2.496335255028855e-06)	(1.0, 1.2481676275144274e-06)	(2.0, 0.0)	(3.0, 1.2481676275144274e-06)	(4.0, 6.240838137572137e-06)	(5.0, 1.4978011530173129e-05)	(6.0, 2.6211520177802976e-05)	(7.0, 6.365654900323579e-05)	(8.0, 0.00011982409224138503)	(9.0, 0.0001909696470097074)	(10.0, 0.0003544796062140974)	(11.0, 0.0006165948079921271)	(12.0, 0.0010234974545618306)	(13.0, 0.0018522807592314104)	(14.0, 0.0031391415831987855)	(15.0, 0.0050176338626079986)	(16.0, 0.008146790104786668)	(17.0, 0.012579033350090401)	(18.0, 0.01893595107702138)	(19.0, 0.028565564323295187)	(20.0, 0.04169503959711945)	(21.0, 0.057456900397371634)	(22.0, 0.07765974161632017)	(23.0, 0.10257816013201819)	(24.0, 0.13127103755331984)	(25.0, 0.16394806604164758)	(26.0, 0.20179750117839507)	(27.0, 0.24917419981596017)	(28.0, 0.30488241736718413)	(29.0, 0.3628910078559171)	(30.0, 0.4281776637806867)	(31.0, 0.4996090489357099)	(32.0, 0.5735467546867821)	(33.0, 0.6535181027492589)	(34.0, 0.7390750009448629)	(35.0, 0.8288581947272308)	(36.0, 0.9275171085088536)	(37.0, 1.0332106950391478)	(38.0, 1.1438258065247315)	(39.0, 1.2609114189913497)	(40.0, 1.3815505646935016)	(41.0, 1.5119204252197562)	(42.0, 1.641473984117616)	(43.0, 1.7703660141728934)	(44.0, 1.9157014045530458)	(45.0, 2.0683023786929597)	(46.0, 2.2289378078511843)	(47.0, 2.400202632525321)	(48.0, 2.5776745948110875)	(49.0, 2.765714792399019)	(50.0, 2.9654053866221695)	(51.0, 3.176722662295617)	(52.0, 3.3912040429048136)	(53.0, 3.588138683006412)	(54.0, 3.766811382549848)	(55.0, 3.931165103070437)	(56.0, 4.06893285312497)	(57.0, 4.163520244105641)	(58.0, 4.194999031671555)	(59.0, 4.168223339726115)	(60.0, 4.090111761428634)	(61.0, 3.9489340174157324)	(62.0, 3.7377190914877416)	(63.0, 3.464895859633265)	(64.0, 3.1426888755961806)	(65.0, 2.789583501939977)	(66.0, 2.4236170090498645)	(67.0, 2.052731487539717)	(68.0, 1.6906929781733926)	(69.0, 1.3572137922922254)	(70.0, 1.0627772897997096)	(71.0, 0.8086753241903224)	(72.0, 0.598457684196715)	(73.0, 0.4317311970162203)	(74.0, 0.3002442264633405)	(75.0, 0.20253891274913863)	(76.0, 0.13442016447753877)	(77.0, 0.08634574013619306)	(78.0, 0.05415674519022349)	(79.0, 0.03309516464354504)	(80.0, 0.019357831735121254)	(81.0, 0.010968897110596789)	(82.0, 0.006153466403646128)	(83.0, 0.0034986138599229404)	(84.0, 0.0021281258049120986)	(85.0, 0.0016113844071211259)	(86.0, 0.0012007372576688792)	(87.0, 0.0008325278075521232)	(88.0, 0.0007251853915858824)	(89.0, 0.0006465508310524734)	(90.0, 0.0005828942820492376)	(91.0, 0.0005504419237338624)	(92.0, 0.000473055530827968)	(93.0, 0.00039816547317710234)	(94.0, 0.00033076442129132327)	(95.0, 0.0002633633694055442)	(96.0, 0.0001909696470097074)	(97.0, 0.00011607958935884174)	(98.0, 6.989738714080794e-05)	(99.0, 3.1204190687860685e-05)	(100.0, 9.98534102011542e-06)
SRR8146936_1	(0.0, 0.0)	(1.0, 5.195709248214384e-06)	(2.0, 1.4288200432589557e-05)	(3.0, 2.597854624107192e-05)	(4.0, 2.8576400865179113e-05)	(5.0, 8.183242065937655e-05)	(6.0, 0.0001922412421839322)	(7.0, 0.0002870629359638447)	(8.0, 0.0005130762882611705)	(9.0, 0.0008611888078915341)	(10.0, 0.0014015425697058302)	(11.0, 0.0023016991969589725)	(12.0, 0.0039487390286429315)	(13.0, 0.006973940738415757)	(14.0, 0.010184889053812247)	(15.0, 0.014405103890674379)	(16.0, 0.023504089711609822)	(17.0, 0.03237186647099972)	(18.0, 0.040320002693455675)	(19.0, 0.05563565462987963)	(20.0, 0.07853963992332069)	(21.0, 0.10767587845999489)	(22.0, 0.14709572452619743)	(23.0, 0.2011908513639815)	(24.0, 0.2709094759111462)	(25.0, 0.3510779706837821)	(26.0, 0.4392010963154342)	(27.0, 0.5347151183526713)	(28.0, 0.6349065776406134)	(29.0, 0.7378790403036622)	(30.0, 0.8370417491604578)	(31.0, 0.942712083850642)	(32.0, 1.0492137320205404)	(33.0, 1.1548944581292209)	(34.0, 1.2590476457189266)	(35.0, 1.352656141389381)	(36.0, 1.4501783050510528)	(37.0, 1.5648567006503287)	(38.0, 1.6915254942671714)	(39.0, 1.8261021573597964)	(40.0, 1.9709650258365734)	(41.0, 2.134644155355759)	(42.0, 2.3290247308226437)	(43.0, 2.5763352953284)	(44.0, 2.868813459256196)	(45.0, 3.1645038704267012)	(46.0, 3.47095589437757)	(47.0, 3.776176535236612)	(48.0, 4.0576177137938885)	(49.0, 4.300598953568571)	(50.0, 4.463974134096736)	(51.0, 4.525955048645997)	(52.0, 4.484599800884834)	(53.0, 4.340841020623302)	(54.0, 4.112385684979316)	(55.0, 3.8293455269009016)	(56.0, 3.5079727249164727)	(57.0, 3.173458675315999)	(58.0, 2.843658432930966)	(59.0, 2.526837072247974)	(60.0, 2.2625897945203506)	(61.0, 2.049829397587908)	(62.0, 1.8470486591939723)	(63.0, 1.6367653166456158)	(64.0, 1.4213096455406617)	(65.0, 1.214294404109432)	(66.0, 1.024415910706125)	(67.0, 0.8441858493767526)	(68.0, 0.677601019460503)	(69.0, 0.5242431663628951)	(70.0, 0.3899548651335462)	(71.0, 0.282416672968629)	(72.0, 0.1961068498646037)	(73.0, 0.13220222396619088)	(74.0, 0.08576297470565072)	(75.0, 0.05290660834725502)	(76.0, 0.0319302311849015)	(77.0, 0.019189053180967773)	(78.0, 0.010669388941208238)	(79.0, 0.005838678267680914)	(80.0, 0.0033460367558500632)	(81.0, 0.0019094231487187861)	(82.0, 0.0011235721249263607)	(83.0, 0.0006143926186013509)	(84.0, 0.0003000522090843807)	(85.0, 0.0001298927312053596)	(86.0, 5.9750656354465416e-05)	(87.0, 3.3772110113393495e-05)	(88.0, 2.2081764304911133e-05)	(89.0, 1.298927312053596e-05)	(90.0, 1.0391418496428768e-05)	(91.0, 9.092491184375173e-06)	(92.0, 2.597854624107192e-06)	(93.0, 1.298927312053596e-06)	(94.0, 2.597854624107192e-06)	(95.0, 5.195709248214384e-06)	(96.0, 5.195709248214384e-06)	(97.0, 3.896781936160788e-06)	(98.0, 1.298927312053596e-06)	(99.0, 2.597854624107192e-06)	(100.0, 2.597854624107192e-06)
SRR8146936_2	(0.0, 5.195709180725899e-06)	(1.0, 2.5978545903629493e-06)	(2.0, 7.793563771088847e-06)	(3.0, 3.2473182379536866e-05)	(4.0, 4.5462455331351616e-05)	(5.0, 7.793563771088848e-05)	(6.0, 0.0001740562575543176)	(7.0, 0.0002805682957591985)	(8.0, 0.0005221687726629528)	(9.0, 0.0009378255071210246)	(10.0, 0.0015314352810189584)	(11.0, 0.0023640476772302838)	(12.0, 0.003847422648327528)	(13.0, 0.006771307989781027)	(14.0, 0.009862754952312936)	(15.0, 0.013842668184748974)	(16.0, 0.022822152576338506)	(17.0, 0.03164056998332554)	(18.0, 0.03936399168047459)	(19.0, 0.054379591212772437)	(20.0, 0.07714588991541814)	(21.0, 0.10620808921780846)	(22.0, 0.14466932642813193)	(23.0, 0.19757853194275893)	(24.0, 0.2665242938436964)	(25.0, 0.34662134657376686)	(26.0, 0.43298052779390717)	(27.0, 0.5266890396501843)	(28.0, 0.6270870270766461)	(29.0, 0.7303218717157841)	(30.0, 0.8318317409069211)	(31.0, 0.9388061972288867)	(32.0, 1.0458196213697077)	(33.0, 1.1523238660108175)	(34.0, 1.256649809577908)	(35.0, 1.3507337114224927)	(36.0, 1.4497522380614716)	(37.0, 1.5655217310991107)	(38.0, 1.6929439009018232)	(39.0, 1.8273581963344974)	(40.0, 1.972519816207503)	(41.0, 2.1387993960455693)	(42.0, 2.33134718257409)	(43.0, 2.57599494291234)	(44.0, 2.864807530214055)	(45.0, 3.156608949221983)	(46.0, 3.461798411861347)	(47.0, 3.7662864537613125)	(48.0, 4.048154975742987)	(49.0, 4.285569009974371)	(50.0, 4.445164309951434)	(51.0, 4.5085883319205555)	(52.0, 4.472631426535342)	(53.0, 4.331208119417869)	(54.0, 4.1021877533679465)	(55.0, 3.82116613198273)	(56.0, 3.509535288886561)	(57.0, 3.183763024327752)	(58.0, 2.853243180505055)	(59.0, 2.5380415862744328)	(60.0, 2.272609690285984)	(61.0, 2.0614132045805427)	(62.0, 1.8579349448630693)	(63.0, 1.6431352348407944)	(64.0, 1.4309268847724064)	(65.0, 1.2282565578325362)	(66.0, 1.0358178811968104)	(67.0, 0.8546110288825187)	(68.0, 0.6879300805102415)	(69.0, 0.5347592749351469)	(70.0, 0.4003034138290269)	(71.0, 0.2901193081606679)	(72.0, 0.20298336841800907)	(73.0, 0.13762264585177242)	(74.0, 0.09006242293870272)	(75.0, 0.05697095116665948)	(76.0, 0.03522041360884569)	(77.0, 0.021310201204747272)	(78.0, 0.012382673904964999)	(79.0, 0.007070061267672767)	(80.0, 0.004279965437622959)	(81.0, 0.002674491300778656)	(82.0, 0.0017509539939046278)	(83.0, 0.0011937141842717752)	(84.0, 0.0008222209778498734)	(85.0, 0.0006390722292292856)	(86.0, 0.0005377559002051305)	(87.0, 0.0004857988083978715)	(88.0, 0.00045592348060869754)	(89.0, 0.0004143578071628904)	(90.0, 0.00038188462478335356)	(91.0, 0.0003182371873194613)	(92.0, 0.0002961554233013762)	(93.0, 0.0002740736592832911)	(94.0, 0.0001896433850964953)	(95.0, 0.00014158307517478074)	(96.0, 0.00010521311090969946)	(97.0, 5.455494639762193e-05)	(98.0, 2.857640049399244e-05)	(99.0, 1.5587127542177694e-05)	(100.0, 5.195709180725899e-06)
SRR8146938_1	(0.0, 0.0)	(1.0, 1.093467933112479e-06)	(2.0, 4.373871732449916e-06)	(3.0, 5.4673396655623955e-06)	(4.0, 7.654275531787353e-06)	(5.0, 2.7336698327811976e-05)	(6.0, 4.483218525761164e-05)	(7.0, 5.904726838807387e-05)	(8.0, 9.622517811389816e-05)	(9.0, 0.00022306745835494574)	(10.0, 0.0005150233964959776)	(11.0, 0.0010486357478548675)	(12.0, 0.0019616814720037875)	(13.0, 0.0033219555807957116)	(14.0, 0.005653229214191516)	(15.0, 0.008895361635870017)	(16.0, 0.013252831349323245)	(17.0, 0.019170679803327983)	(18.0, 0.027907488588896693)	(19.0, 0.03990501875100681)	(20.0, 0.05545522622779937)	(21.0, 0.07464777538978962)	(22.0, 0.09801518512040329)	(23.0, 0.1269745898609542)	(24.0, 0.16081523545491916)	(25.0, 0.2003528489804002)	(26.0, 0.24602263067477598)	(27.0, 0.29624451937469903)	(28.0, 0.3538374754117333)	(29.0, 0.41954396351246215)	(30.0, 0.4896691555308986)	(31.0, 0.5643934736760061)	(32.0, 0.649154733979153)	(33.0, 0.7438075052052354)	(34.0, 0.8438182693035691)	(35.0, 0.95207706202137)	(36.0, 1.0727543700555293)	(37.0, 1.2089950071816786)	(38.0, 1.3617415427581607)	(39.0, 1.5297277409184316)	(40.0, 1.7112882500003608)	(41.0, 1.9055417348498596)	(42.0, 2.11201800425569)	(43.0, 2.33181271308683)	(44.0, 2.554933751370498)	(45.0, 2.773638272672325)	(46.0, 2.988481758702332)	(47.0, 3.1919586455676345)	(48.0, 3.3818852778058073)	(49.0, 3.5509332333291304)	(50.0, 3.689888951333198)	(51.0, 3.7942101660238605)	(52.0, 3.8629105693254515)	(53.0, 3.8901335469882197)	(54.0, 3.878109773595715)	(55.0, 3.8315739652983143)	(56.0, 3.7548715636622063)	(57.0, 3.6518384541967492)	(58.0, 3.5187448177820984)	(59.0, 3.3605899898084415)	(60.0, 3.1853322298929725)	(61.0, 2.9899699685592975)	(62.0, 2.7714677388250966)	(63.0, 2.5335138080287574)	(64.0, 2.2832419609659067)	(65.0, 2.029364950127584)	(66.0, 1.7732878818078384)	(67.0, 1.5179379696636128)	(68.0, 1.2683473531230909)	(69.0, 1.0374320754121968)	(70.0, 0.8343127525610222)	(71.0, 0.6581813117669965)	(72.0, 0.5071230906792399)	(73.0, 0.3835065408408742)	(74.0, 0.2839211357685214)	(75.0, 0.20607059280264534)	(76.0, 0.14740822512702706)	(77.0, 0.102406552339783)	(78.0, 0.06995133061707151)	(79.0, 0.04603281304816915)	(80.0, 0.02883474939617607)	(81.0, 0.017418944174481792)	(82.0, 0.009752640495430202)	(83.0, 0.005119616862832627)	(84.0, 0.0025718365786805506)	(85.0, 0.0011514217335674404)	(86.0, 0.0004636304036396911)	(87.0, 0.00015964631823442196)	(88.0, 6.451460805363626e-05)	(89.0, 3.389750592648685e-05)	(90.0, 1.9682422796024623e-05)	(91.0, 1.3121615197349748e-05)	(92.0, 1.3121615197349748e-05)	(93.0, 1.4215083130462228e-05)	(94.0, 9.841211398012312e-06)	(95.0, 5.4673396655623955e-06)	(96.0, 3.280403799337437e-06)	(97.0, 4.373871732449916e-06)	(98.0, 7.654275531787353e-06)	(99.0, 8.747743464899832e-06)	(100.0, 6.560807598674874e-06)
SRR8146938_2	(0.0, 0.0)	(1.0, 1.093467921155758e-06)	(2.0, 5.46733960577879e-06)	(3.0, 8.747743369246063e-06)	(4.0, 1.093467921155758e-05)	(5.0, 2.2962826344270918e-05)	(6.0, 2.9523633871205465e-05)	(7.0, 4.9206056452009106e-05)	(8.0, 0.00012574881093291217)	(9.0, 0.0002580584293927589)	(10.0, 0.0005478274284990347)	(11.0, 0.0010256729100441009)	(12.0, 0.001962774918474586)	(13.0, 0.0034214611252963664)	(14.0, 0.005538415020653914)	(15.0, 0.008623088026234307)	(16.0, 0.013057100446520906)	(17.0, 0.019063519737429483)	(18.0, 0.027476661922801886)	(19.0, 0.039233629011068596)	(20.0, 0.05463731161638976)	(21.0, 0.07389000130417919)	(22.0, 0.0971841484285603)	(23.0, 0.1255180892015483)	(24.0, 0.15838554797564808)	(25.0, 0.19694122687560012)	(26.0, 0.2424349597352854)	(27.0, 0.2934714814873093)	(28.0, 0.3514394963915395)	(29.0, 0.416324789365001)	(30.0, 0.48708747241467465)	(31.0, 0.5639287436380533)	(32.0, 0.6480131463711676)	(33.0, 0.7411689589781901)	(34.0, 0.8411195812472745)	(35.0, 0.9504609060232445)	(36.0, 1.074050117811874)	(37.0, 1.211282528852764)	(38.0, 1.3617896404564849)	(39.0, 1.5293964034112393)	(40.0, 1.7108235074214815)	(41.0, 1.9043607686585238)	(42.0, 2.1089092518616046)	(43.0, 2.325382002744889)	(44.0, 2.5491449042585184)	(45.0, 2.770786478005106)	(46.0, 2.9844446424593354)	(47.0, 3.183243671332979)	(48.0, 3.372194928108694)	(49.0, 3.5427890454240463)	(50.0, 3.6806020879310695)	(51.0, 3.7829987979397792)	(52.0, 3.8562042883253156)	(53.0, 3.886367600930397)	(54.0, 3.8745581473819146)	(55.0, 3.8300791527530618)	(56.0, 3.7525435293997496)	(57.0, 3.645361803768062)	(58.0, 3.5101610561246797)	(59.0, 3.3559962943246924)	(60.0, 3.183154006963444)	(61.0, 2.987250481145021)	(62.0, 2.770533886915319)	(63.0, 2.534411517488866)	(64.0, 2.289496572508399)	(65.0, 2.039172241721975)	(66.0, 1.7813926466491108)	(67.0, 1.5267687999967021)	(68.0, 1.2792634295110175)	(69.0, 1.0509691969321182)	(70.0, 0.8477656792720593)	(71.0, 0.6690186651365697)	(72.0, 0.5171064472541638)	(73.0, 0.392659956615348)	(74.0, 0.2915229216518097)	(75.0, 0.21206498169310542)	(76.0, 0.15204452750086583)	(77.0, 0.10676292741788475)	(78.0, 0.07360679311259985)	(79.0, 0.04885395978139695)	(80.0, 0.031075264851325484)	(81.0, 0.019230820329366315)	(82.0, 0.011229915550269635)	(83.0, 0.006345394346466863)	(84.0, 0.0035854813134697304)	(85.0, 0.0020546262238516693)	(86.0, 0.001279357467752237)	(87.0, 0.0009163261179285253)	(88.0, 0.0007413712505436039)	(89.0, 0.0006429591376395857)	(90.0, 0.0005806314661337074)	(91.0, 0.0005456404926567232)	(92.0, 0.0004931540324412468)	(93.0, 0.0004395741043046147)	(94.0, 0.00038818111201029414)	(95.0, 0.00028320819157934133)	(96.0, 0.0001793287390695443)	(97.0, 0.0001170010675636661)	(98.0, 6.888847903281275e-05)	(99.0, 3.499097347698425e-05)	(100.0, 9.841211290401822e-06)
SRR8146944_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 5.401164372213033e-06)	(6.0, 7.2015524962840435e-06)	(7.0, 1.4403104992568087e-05)	(8.0, 1.800388124071011e-05)	(9.0, 1.2602716868497076e-05)	(10.0, 3.960853872956224e-05)	(11.0, 7.561630121098247e-05)	(12.0, 0.00015123260242196494)	(13.0, 0.00040148655166783543)	(14.0, 0.0009668084226261329)	(15.0, 0.0018507989915449994)	(16.0, 0.0035341618875513944)	(17.0, 0.0065642151003629055)	(18.0, 0.01193117209821859)	(19.0, 0.022396828263443375)	(20.0, 0.03875155398250444)	(21.0, 0.059799891541018634)	(22.0, 0.08977815419492503)	(23.0, 0.13330253709434173)	(24.0, 0.19199699032718076)	(25.0, 0.2618700534223767)	(26.0, 0.34166505546932796)	(27.0, 0.4298048564713484)	(28.0, 0.5234682482380186)	(29.0, 0.6215605947899037)	(30.0, 0.7207547788737201)	(31.0, 0.8207591376133684)	(32.0, 0.9301201134338138)	(33.0, 1.0489511307868726)	(34.0, 1.1645396491284798)	(35.0, 1.2776112248726357)	(36.0, 1.4094230406002466)	(37.0, 1.5596834334352132)	(38.0, 1.7163045975125226)	(39.0, 1.8989557730876505)	(40.0, 2.1337911984389772)	(41.0, 2.4146877535565365)	(42.0, 2.720474674489377)	(43.0, 3.053821936825497)	(44.0, 3.4079942885927466)	(45.0, 3.7779902515824553)	(46.0, 4.151061277488078)	(47.0, 4.514728876221678)	(48.0, 4.818036662707673)	(49.0, 4.999825452371371)	(50.0, 5.062788625846382)	(51.0, 5.017951760004518)	(52.0, 4.851044978574391)	(53.0, 4.560777403271042)	(54.0, 4.192335175232406)	(55.0, 3.767983694388869)	(56.0, 3.3147719919164738)	(57.0, 2.8779636256424888)	(58.0, 2.4722173556731013)	(59.0, 2.108445334428305)	(60.0, 1.799297088867824)	(61.0, 1.5378537274308521)	(62.0, 1.3146074004341708)	(63.0, 1.123370173895348)	(64.0, 0.9556964271243665)	(65.0, 0.8078197481656701)	(66.0, 0.6737052360273723)	(67.0, 0.5540640440184814)	(68.0, 0.4499746046253159)	(69.0, 0.3556000595496376)	(70.0, 0.27268498488367127)	(71.0, 0.2040847961921935)	(72.0, 0.1476570316075599)	(73.0, 0.10287057663316942)	(74.0, 0.07035556711244698)	(75.0, 0.047764296931603924)	(76.0, 0.03144377858690021)	(77.0, 0.019123722653882277)	(78.0, 0.011160605981116196)	(79.0, 0.006566015488486977)	(80.0, 0.00373940613369549)	(81.0, 0.0021226575982797222)	(82.0, 0.00113964568253695)	(83.0, 0.0006049304096878598)	(84.0, 0.0003708799535586283)	(85.0, 0.0002124457986403793)	(86.0, 7.381591308691146e-05)	(87.0, 4.5009703101775276e-05)	(88.0, 4.3209314977704264e-05)	(89.0, 2.8806209985136174e-05)	(90.0, 2.340504561292314e-05)	(91.0, 2.5205433736994153e-05)	(92.0, 2.5205433736994153e-05)	(93.0, 1.62034931166391e-05)	(94.0, 1.0802328744426066e-05)	(95.0, 1.4403104992568087e-05)	(96.0, 1.62034931166391e-05)	(97.0, 9.001940620355056e-06)	(98.0, 1.8003881240710109e-06)	(99.0, 7.2015524962840435e-06)	(100.0, 7.2015524962840435e-06)
SRR8146944_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 1.8003881564849856e-06)	(4.0, 3.6007763129699713e-06)	(5.0, 3.6007763129699713e-06)	(6.0, 7.2015526259399425e-06)	(7.0, 1.620349340836487e-05)	(8.0, 2.1604657877819826e-05)	(9.0, 2.1604657877819826e-05)	(10.0, 2.1604657877819826e-05)	(11.0, 7.021513810291443e-05)	(12.0, 0.00022684890771710816)	(13.0, 0.0004446958746517914)	(14.0, 0.0009740099926583772)	(15.0, 0.0018309947551452305)	(16.0, 0.003382929346035288)	(17.0, 0.006321162817418784)	(18.0, 0.011437865958149112)	(19.0, 0.02123017714127095)	(20.0, 0.03703398437889615)	(21.0, 0.05769883963903081)	(22.0, 0.08731342442505234)	(23.0, 0.1292984762342822)	(24.0, 0.1859908988938379)	(25.0, 0.25465050162954933)	(26.0, 0.3316603046350381)	(27.0, 0.41802852527793577)	(28.0, 0.5144303091169243)	(29.0, 0.6101389435156662)	(30.0, 0.7077919971234119)	(31.0, 0.8135630009287482)	(32.0, 0.924398496618277)	(33.0, 1.0408944126717943)	(34.0, 1.1561858690486233)	(35.0, 1.2730598666150026)	(36.0, 1.4071941854376036)	(37.0, 1.5558684390119772)	(38.0, 1.7139407187632023)	(39.0, 1.9013089145967512)	(40.0, 2.1348534658678275)	(41.0, 2.406701275168121)	(42.0, 2.7058609728022924)	(43.0, 3.033663045617983)	(44.0, 3.3867245642691586)	(45.0, 3.7549777581847534)	(46.0, 4.1277085174455275)	(47.0, 4.487620513032128)	(48.0, 4.784250665306438)	(49.0, 4.9668190263147975)	(50.0, 5.033588221486199)	(51.0, 4.992497962590742)	(52.0, 4.824321904505323)	(53.0, 4.543259708620139)	(54.0, 4.190309814034666)	(55.0, 3.7781145463837422)	(56.0, 3.337350719465714)	(57.0, 2.9091301968339165)	(58.0, 2.5068478663725986)	(59.0, 2.140332047028011)	(60.0, 1.8267386375432997)	(61.0, 1.5648973856167494)	(62.0, 1.337375132729116)	(63.0, 1.1451224838270233)	(64.0, 0.9764837259853875)	(65.0, 0.8243635294795018)	(66.0, 0.6917325347675658)	(67.0, 0.571556625322193)	(68.0, 0.4646441754256451)	(69.0, 0.3690111573294756)	(70.0, 0.28587463342746844)	(71.0, 0.2163184373898275)	(72.0, 0.15815689799458005)	(73.0, 0.11268449432623875)	(74.0, 0.07840510382676463)	(75.0, 0.053557946879115345)	(76.0, 0.03595015070869219)	(77.0, 0.023361836718549172)	(78.0, 0.01499723334351993)	(79.0, 0.009630276249038188)	(80.0, 0.006301358547697449)	(81.0, 0.004121088490194132)	(82.0, 0.0029886443397650763)	(83.0, 0.0023585084849953313)	(84.0, 0.0019228145511259646)	(85.0, 0.0015753396369243622)	(86.0, 0.0013358880121118594)	(87.0, 0.0011846554069671205)	(88.0, 0.0010892348346734162)	(89.0, 0.0009614072755629823)	(90.0, 0.0008443820453914582)	(91.0, 0.0007939711770098786)	(92.0, 0.0007291572033764191)	(93.0, 0.0005635214929798005)	(94.0, 0.00037808151286184696)	(95.0, 0.0002736589997857178)	(96.0, 0.00018003881564849857)	(97.0, 8.461824335479432e-05)	(98.0, 3.240698681672974e-05)	(99.0, 1.0802328938909913e-05)	(100.0, 9.001940782424927e-06)
