Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR8146961_1	(1, 30.89755114488039)	(2, 31.497701472415944)	(3, 35.30361063889014)	(4, 35.94370261385671)	(5, 36.13808325995784)	(6, 39.48881225632212)	(7, 39.688997839214124)	(8, 39.77648618227697)	(9, 39.82159121558425)	(10, 39.72761041865391)	(15, 39.70128739743918)	(20, 39.60036935974655)	(25, 39.44452291858415)	(30, 39.30550790633664)	(35, 39.261802602236614)	(40, 39.207023190587186)	(45, 39.14301032457692)	(50, 39.11046833875217)	(55, 39.01393113967926)	(60, 38.88160663713754)	(65, 38.86017001961495)	(70, 38.92748825401516)	(75, 38.565381372090556)	(80, 38.866062047546066)	(85, 38.86099158480603)	(90, 38.77702159086441)	(95, 38.787904992144675)	(100, 38.7035787949378)	(105, 38.68540599440141)	(110, 38.60255858443786)	(115, 38.40839118871944)	(120, 38.23277466992313)	(125, 38.066850721533925)	(130, 38.0948911965895)	(135, 37.915699193924084)	(140, 37.74660618907719)	(145, 37.604762006590406)	(150, 37.421692489453804)
SRR8146961_2	(1, 30.387421594927993)	(2, 30.760124862407224)	(3, 34.01234589656058)	(4, 34.75085076593234)	(5, 35.22629803142543)	(6, 38.023113109430255)	(7, 38.22719650371213)	(8, 38.226583015358905)	(9, 38.345462233655724)	(10, 38.37708679634225)	(15, 38.21995903430424)	(20, 38.025920419090994)	(25, 37.963961977141956)	(30, 37.90652849309438)	(35, 37.791776804120126)	(40, 37.7322044073209)	(45, 37.66289807683974)	(50, 37.66169726259277)	(55, 37.48330395491478)	(60, 37.55646966205089)	(65, 37.612143720699315)	(70, 37.54907060872806)	(75, 37.18817390359886)	(80, 37.642480484605)	(85, 37.535053450243325)	(90, 37.41951524449263)	(95, 37.27849909256024)	(100, 37.16997098362508)	(105, 36.973213404084014)	(110, 36.786451821787)	(115, 36.45948007567548)	(120, 36.30776983657806)	(125, 36.0788428228792)	(130, 35.75820505084717)	(135, 35.38655771327562)	(140, 34.94868121952429)	(145, 34.583119162164174)	(150, 34.4360089569425)
SRR8146963_1	(1, 30.970410064221575)	(2, 31.374349732915576)	(3, 34.96714103704162)	(4, 35.670136662965106)	(5, 35.94338399618453)	(6, 39.238925818575005)	(7, 39.37330920646701)	(8, 39.49667434597982)	(9, 39.47199201462439)	(10, 39.47829861916408)	(15, 39.403251986267364)	(20, 39.31870643549173)	(25, 39.060731017487186)	(30, 38.92534651727753)	(35, 38.803103804993285)	(40, 38.65253501910843)	(45, 38.45105057655638)	(50, 38.15864265001454)	(55, 37.82159933358733)	(60, 37.540424659013254)	(65, 37.250719808412306)	(70, 37.10338936417111)	(75, 36.24485583810829)	(80, 36.79581937319836)	(85, 36.521872470541155)	(90, 36.09802478048674)	(95, 35.61298099280792)	(100, 35.300910377221975)	(105, 34.86002210495114)	(110, 34.46906205469135)	(115, 33.82383191779448)	(120, 33.028640322829816)	(125, 32.458134184599274)	(130, 32.09640845752584)	(135, 31.530910457834278)	(140, 31.036435182487093)	(145, 30.48925159139922)	(150, 30.013666804490605)
SRR8146963_2	(1, 30.724489145949633)	(2, 30.931362157650444)	(3, 34.40405913348644)	(4, 35.09619588552154)	(5, 35.39804697530079)	(6, 38.33863758994054)	(7, 38.56432746277529)	(8, 38.58686524252476)	(9, 38.65189512259876)	(10, 38.64168178147379)	(15, 38.42605036841805)	(20, 38.35185911797187)	(25, 38.189077693478445)	(30, 38.07819141801404)	(35, 37.92056640583961)	(40, 37.77036779562217)	(45, 37.60601873932135)	(50, 37.28027569540337)	(55, 37.0203458783259)	(60, 36.932491344418985)	(65, 36.661744955090356)	(70, 36.34558811499755)	(75, 35.576241571554064)	(80, 36.14705054774739)	(85, 35.734952153954175)	(90, 35.36675171264805)	(95, 34.8865914712446)	(100, 34.36723071492675)	(105, 33.86370742860889)	(110, 33.0432118360536)	(115, 32.47367776988834)	(120, 31.95140501300171)	(125, 31.42595187603995)	(130, 30.93063118245168)	(135, 30.180541451706027)	(140, 29.682720362654937)	(145, 28.92641460388369)	(150, 28.45936578203252)
SRR8146965_1	(1, 30.88298003413474)	(2, 31.50144154138701)	(3, 35.3315690177327)	(4, 35.967777446344606)	(5, 36.19573217975502)	(6, 39.594197715580364)	(7, 39.70534359789955)	(8, 39.81092879443778)	(9, 39.78491821152921)	(10, 39.784646713848225)	(15, 39.71238742969453)	(20, 39.63175889919134)	(25, 39.48252153341759)	(30, 39.387518764192414)	(35, 39.28836205668981)	(40, 39.22362985034366)	(45, 39.179390172237184)	(50, 39.14825060599931)	(55, 39.05678835124051)	(60, 38.97040158684233)	(65, 38.917924381435384)	(70, 38.961456418414556)	(75, 38.6963920695288)	(80, 38.99402681343433)	(85, 38.97361865800146)	(90, 38.87742215062751)	(95, 38.85069924192099)	(100, 38.771764722437986)	(105, 38.747454406930295)	(110, 38.64725206144546)	(115, 38.55765798511097)	(120, 38.36381796149633)	(125, 38.18619994107305)	(130, 38.233052977015305)	(135, 38.13184450560779)	(140, 37.945349582581535)	(145, 37.77944761275672)	(150, 37.70339056540838)
SRR8146965_2	(1, 30.479484752021467)	(2, 30.830836573436947)	(3, 34.123423374551024)	(4, 34.87658226045593)	(5, 35.32610421844845)	(6, 38.43840238354093)	(7, 38.58316482885738)	(8, 38.65852552336802)	(9, 38.65693355775485)	(10, 38.695703051337986)	(15, 38.54244297289199)	(20, 38.39537961716859)	(25, 38.189160116834096)	(30, 38.11561178067346)	(35, 38.0904481058046)	(40, 38.03559321987435)	(45, 38.03607086133945)	(50, 37.96852542802979)	(55, 37.84294940771965)	(60, 37.93565969772665)	(65, 37.96793954569599)	(70, 37.89256872644852)	(75, 37.56913177914562)	(80, 37.98815528239412)	(85, 37.890067758064966)	(90, 37.772906783004075)	(95, 37.657041743796455)	(100, 37.61323071000813)	(105, 37.33997954888449)	(110, 37.08090060691461)	(115, 36.902357446279424)	(120, 36.703961150982764)	(125, 36.44447093879186)	(130, 36.23067917094001)	(135, 35.794962175853456)	(140, 35.51695475817398)	(145, 35.12509447855196)	(150, 34.791949147805646)
SRR8146969_1	(1, 31.16847388416909)	(2, 31.587957131570445)	(3, 35.57442428730463)	(4, 36.13515305626912)	(5, 36.337614606825255)	(6, 39.87780547447258)	(7, 39.99880063257785)	(8, 40.07693952901609)	(9, 40.090498124566096)	(10, 40.058302524344484)	(15, 40.0065684611773)	(20, 39.93267265773288)	(25, 39.778502169205424)	(30, 39.70046679510732)	(35, 39.682221716270284)	(40, 39.65828811886924)	(45, 39.604628502065765)	(50, 39.56299135410161)	(55, 39.50680051128005)	(60, 39.45921658060402)	(65, 39.319382648621385)	(70, 39.28352556421989)	(75, 39.02372891007935)	(80, 39.210280816393016)	(85, 39.20326270403946)	(90, 39.14107903651652)	(95, 39.04851110212447)	(100, 38.9552999627178)	(105, 38.881926910342415)	(110, 38.75475686650098)	(115, 38.53987609222466)	(120, 38.4121658539496)	(125, 38.21471558496029)	(130, 37.98588291734938)	(135, 37.787041452925564)	(140, 37.44343804469682)	(145, 37.09186676993313)	(150, 36.84290079919273)
SRR8146969_2	(1, 30.406870399067596)	(2, 31.151222837567214)	(3, 34.773669186699316)	(4, 35.58551544162418)	(5, 35.81177082489475)	(6, 39.1019568199418)	(7, 39.22495208518982)	(8, 39.294404795814636)	(9, 39.36135821636915)	(10, 39.354854661494194)	(15, 39.242671767054205)	(20, 39.14130519594495)	(25, 39.0967089532152)	(30, 38.978221354990104)	(35, 38.87932662950642)	(40, 38.78436731000234)	(45, 38.70411326405639)	(50, 38.655008178346534)	(55, 38.554677620054335)	(60, 38.423021680730244)	(65, 38.26485115757739)	(70, 38.147508555088365)	(75, 37.71856678478503)	(80, 38.152399203049484)	(85, 37.94412944217819)	(90, 37.92781328152153)	(95, 37.741961831914786)	(100, 37.562387347659104)	(105, 37.31024835235335)	(110, 37.0250082970311)	(115, 36.752199736759806)	(120, 36.3389757227999)	(125, 35.950038746699704)	(130, 35.45484903758795)	(135, 34.950349634930625)	(140, 34.298108641673664)	(145, 33.55370797674249)	(150, 33.148592177772656)
SRR8146970_1	(1, 31.149667091339044)	(2, 31.556293182368453)	(3, 35.506511891732266)	(4, 36.07854634946174)	(5, 36.29411011786465)	(6, 39.81473130015279)	(7, 39.94059075983067)	(8, 40.02355553904632)	(9, 40.03548687855702)	(10, 40.003437749203584)	(15, 39.948515226924584)	(20, 39.874364943027906)	(25, 39.70913134050807)	(30, 39.619718763612)	(35, 39.60886967694104)	(40, 39.57788799965629)	(45, 39.5174657026495)	(50, 39.472347991126185)	(55, 39.410428872640935)	(60, 39.36030651214107)	(65, 39.21304943387211)	(70, 39.17882491723556)	(75, 38.91224253930852)	(80, 39.104343153607644)	(85, 39.092502600684085)	(90, 39.02419928627677)	(95, 38.92732304175729)	(100, 38.82517170652635)	(105, 38.74873743029332)	(110, 38.61339570798098)	(115, 38.38823272847516)	(120, 38.25062168672911)	(125, 38.04504588143131)	(130, 37.80624276064877)	(135, 37.59571616455823)	(140, 37.2403581991189)	(145, 36.87787129364557)	(150, 36.62131085569405)
SRR8146970_2	(1, 30.246072664945004)	(2, 31.007745598336996)	(3, 34.479150572559675)	(4, 35.31943206340586)	(5, 35.56961493124802)	(6, 38.76298422416819)	(7, 38.933293308382794)	(8, 38.99060477101417)	(9, 39.0503691018208)	(10, 39.05152829309644)	(15, 38.906496144734795)	(20, 38.78322049690057)	(25, 38.73429461411129)	(30, 38.5979710220722)	(35, 38.4894315014241)	(40, 38.37822585362888)	(45, 38.290591555811666)	(50, 38.233489074953084)	(55, 38.123512249188465)	(60, 37.97142117515309)	(65, 37.798451308691845)	(70, 37.66536344012628)	(75, 37.219532018159626)	(80, 37.67981431201956)	(85, 37.46001643620833)	(90, 37.43173220744326)	(95, 37.23080228426725)	(100, 37.02776831160667)	(105, 36.75369641105916)	(110, 36.447615825943444)	(115, 36.140804913881574)	(120, 35.69871870076466)	(125, 35.27830146223307)	(130, 34.746529551641494)	(135, 34.21198262753901)	(140, 33.53201638864127)	(145, 32.77603543758828)	(150, 32.3705894817257)
SRR8146971_1	(1, 30.839398834055917)	(2, 31.489617859500353)	(3, 35.22318584284583)	(4, 35.826871935507995)	(5, 36.12436120434625)	(6, 39.49402625077391)	(7, 39.653949729922374)	(8, 39.713093777435404)	(9, 39.66851074931892)	(10, 39.69406445326225)	(15, 39.60717215637114)	(20, 39.50098705452943)	(25, 39.34226393015457)	(30, 39.20228960936546)	(35, 39.160211960958556)	(40, 39.06971865664946)	(45, 38.95195056551451)	(50, 38.886851787251814)	(55, 38.845305176711335)	(60, 38.7382713485243)	(65, 38.626351621237816)	(70, 38.64438707030187)	(75, 38.36407393508365)	(80, 38.71659576358976)	(85, 38.63433501016478)	(90, 38.54747150093076)	(95, 38.44012530726556)	(100, 38.311216863576746)	(105, 38.13347560419356)	(110, 38.02635372664239)	(115, 37.82446884638806)	(120, 37.49959116612591)	(125, 37.29600130648889)	(130, 37.34326095043808)	(135, 37.03199345369195)	(140, 36.831082765341826)	(145, 36.451266073658175)	(150, 36.42788969002274)
SRR8146971_2	(1, 30.70412902167514)	(2, 30.904316035400075)	(3, 34.27276250780377)	(4, 35.09626408891346)	(5, 35.39055293588451)	(6, 38.43767124355928)	(7, 38.661819778765434)	(8, 38.67556137159917)	(9, 38.78732814408872)	(10, 38.77769843741994)	(15, 38.56199943909332)	(20, 38.461962118598784)	(25, 38.319584098277595)	(30, 38.3072095337685)	(35, 38.16506262686259)	(40, 38.1091609385997)	(45, 38.15585356140434)	(50, 38.051803184608055)	(55, 37.859739132096884)	(60, 37.80444049998651)	(65, 37.97167003820223)	(70, 37.91803330486209)	(75, 37.404946076424686)	(80, 37.83848762840737)	(85, 37.697012842166075)	(90, 37.575916396091564)	(95, 37.487674793519695)	(100, 37.22395737274788)	(105, 37.00060264748676)	(110, 36.70018349868217)	(115, 36.387570907064415)	(120, 35.986923833989316)	(125, 35.683006273562455)	(130, 35.33808731443827)	(135, 34.951781755521)	(140, 34.44505946513464)	(145, 34.01422478059628)	(150, 33.81144767323994)
SRR8146972_1	(1, 30.839019823229943)	(2, 31.478186097279746)	(3, 35.209395008696774)	(4, 35.81527549069173)	(5, 36.1176604344195)	(6, 39.47951433553571)	(7, 39.6392882614669)	(8, 39.6995603362546)	(9, 39.65483988098628)	(10, 39.67930846940949)	(15, 39.58743041800741)	(20, 39.47997158143631)	(25, 39.31639162611863)	(30, 39.16930193790068)	(35, 39.11411842667361)	(40, 39.02913997772292)	(45, 38.90601719506213)	(50, 38.83585551870379)	(55, 38.79384409964149)	(60, 38.685829086876026)	(65, 38.568698658669426)	(70, 38.58169412360134)	(75, 38.29737913824734)	(80, 38.65842678713305)	(85, 38.57176675024385)	(90, 38.48311583183168)	(95, 38.373112969833294)	(100, 38.23687105021791)	(105, 38.05123831144658)	(110, 37.93806102996419)	(115, 37.72837027777132)	(120, 37.393201429937164)	(125, 37.17840576618517)	(130, 37.22093953749153)	(135, 36.89312363411905)	(140, 36.68135890540189)	(145, 36.28725076214669)	(150, 36.25462355852321)
SRR8146972_2	(1, 30.5743285519222)	(2, 30.86365626428825)	(3, 34.148810000111695)	(4, 34.888829948039074)	(5, 35.21117343948302)	(6, 38.232489815918385)	(7, 38.51562488155117)	(8, 38.41826035542614)	(9, 38.51375101419665)	(10, 38.526400475791206)	(15, 38.306838425633536)	(20, 38.21721443509224)	(25, 38.05836515254195)	(30, 38.035325622356474)	(35, 37.88234869174813)	(40, 37.81130702870549)	(45, 37.849411195559085)	(50, 37.73767067755386)	(55, 37.52783778859628)	(60, 37.46233770885218)	(65, 37.63152433183873)	(70, 37.56931802222178)	(75, 37.04455339366541)	(80, 37.49449321845544)	(85, 37.34578518092756)	(90, 37.21164564175141)	(95, 37.10729407482103)	(100, 36.82683113055895)	(105, 36.58546428553772)	(110, 36.26156744858611)	(115, 35.91930143801228)	(120, 35.490188611736684)	(125, 35.15817153642804)	(130, 34.783145704283235)	(135, 34.36873951401693)	(140, 33.83551255498086)	(145, 33.37367626531733)	(150, 33.15730214744883)
SRR8146975_1	(1, 30.963961010973783)	(2, 31.508152992192414)	(3, 35.314584741749286)	(4, 35.93358051516025)	(5, 36.149747994133406)	(6, 39.56872644313289)	(7, 39.64636710770608)	(8, 39.75536271006376)	(9, 39.76228008804104)	(10, 39.743289859115855)	(15, 39.66822498736832)	(20, 39.57609732858867)	(25, 39.40532179630891)	(30, 39.320765416542415)	(35, 39.21495198388245)	(40, 39.170003416290804)	(45, 39.06109849183527)	(50, 39.01811239695058)	(55, 38.974314650017256)	(60, 38.75665761994212)	(65, 38.679500348019005)	(70, 38.77438371172764)	(75, 38.46979395325796)	(80, 38.81079671479949)	(85, 38.735919782582)	(90, 38.61642578909422)	(95, 38.52997708812876)	(100, 38.41444469994768)	(105, 38.28625364966338)	(110, 38.1697801257486)	(115, 37.795638337855294)	(120, 37.447993984541895)	(125, 37.28180966847655)	(130, 37.19631041154718)	(135, 36.92905595636046)	(140, 36.6392550548001)	(145, 36.37258943860846)	(150, 36.13678634020712)
SRR8146975_2	(1, 30.6710168129088)	(2, 30.8878946826331)	(3, 34.32799897064684)	(4, 35.04079289404771)	(5, 35.271631604816015)	(6, 38.363115732489625)	(7, 38.48496794127204)	(8, 38.49073760507594)	(9, 38.6119815214142)	(10, 38.523572510484456)	(15, 38.390390147825144)	(20, 38.308653641843804)	(25, 38.22350694005869)	(30, 38.166452220899394)	(35, 38.07290839821351)	(40, 38.00046389987838)	(45, 37.954329750455166)	(50, 37.986179675437484)	(55, 37.7983618151096)	(60, 37.780844515064075)	(65, 37.85225334614913)	(70, 37.702938951026546)	(75, 37.350897977782225)	(80, 37.79253727381679)	(85, 37.66126583194349)	(90, 37.55183961909214)	(95, 37.35793525596664)	(100, 37.24967931160519)	(105, 36.902930507903825)	(110, 36.532211875417815)	(115, 36.220827560284974)	(120, 35.845068327360934)	(125, 35.49833309557207)	(130, 35.075329597068965)	(135, 34.69725481948247)	(140, 34.28419214581177)	(145, 33.849933897314834)	(150, 33.55696454964212)
